NationalTOMsRef;Question_Name;Units;Proxy_Value;Target_Number;Target_LEV;Actual_Number_Delivered;Delivered_LEV;Project_name;Industry;Postcode;Contract_Value
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,53;;;217412,77;£115.265,30;Project390;Construction;B69 ;£4.000.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,53;;;1825350,22;£967.742,32;Project390;Construction;B69 ;£4.000.000,00
NT18;Total amount (£) spent in LOCAL (BS1-16) supply chain through the contract;£;£0,88;63544;£56.045,81;63544;£56.045,81;Project393;Construction;BS1 ;£152.336,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs (BS1-BS16);£;£0,88;;;0;£0,00;Project393;Construction;BS1 ;£152.336,00
NT1;No. local (BS1-BS16) people (FTE) employed on contract;no. people FTE;£28.222,00;;;0;£0,00;Project393;Construction;BS1 ;£152.336,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£28.222,00;1,5;£42.333,00;0;£0,00;Project393;Construction;BS1 ;£152.336,00
NT1;No. local people (FTE) employed on contract;no. people FTE;£26.819,00;0;£0,00;0;£0,00;Project394;Construction;B91 ;£184.708,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,96;0;£0,00;0;£0,00;Project394;Construction;B91 ;£184.708,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,96;0;£0,00;0;£0,00;Project394;Construction;B91 ;£184.708,00
NT1;Local people employed;no. people FTE;£25.905,00;;;0,62;£16.061,10;Project395;Construction;NE10 ;£253.876,00
NT19;Local Supply Chain Spend (SMEs);£;£0,63;;;4250;£2.691,27;Project395;Construction;NE10 ;£253.876,00
NT18;Local Supply Chain Spend (Large organisations);£;£0,63;;;87683;£55.524,35;Project395;Construction;NE10 ;£253.876,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,67;;;0;£0,00;Project197;Construction;CV6 ;£7.597.592,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,67;;;0;£0,00;Project197;Construction;CV6 ;£7.597.592,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£37.209,00;5;£111.627,00;12;£446.508,00;Project401;Construction;SE1 ;£2.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,93;;;0;£0,00;Project401;Construction;SE1 ;£2.000.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,93;45000;£41.837,40;20000;£18.594,40;Project401;Construction;SE1 ;£2.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,64;;;62762,85;£40.298,78;Project086;Construction;DN14 ;£3.707.584,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,64;;;1833411,59;£1.177.197,04;Project086;Construction;DN14 ;£3.707.584,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£25.905,00;15;£388.575,00;0;£0,00;Project405;Construction;DH6 ;£7.920.584,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,63;2500000;£1.582.500,00;0;£0,00;Project405;Construction;DH6 ;£7.920.584,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£0,63;2500000;£1.582.500,00;0;£0,00;Project405;Construction;DH6 ;£7.920.584,00
NT1;Local people (FTE) employed on contract (paid the Joseph Rowtree Living Wage);no. people FTE;£26.258,00;;;0;£0,00;Project409;Construction;S60 ;£12.000,00
NT1;Local people (FTE) employed on contract;no. people FTE;£26.258,00;;;0;£0,00;Project409;Construction;S60 ;£12.000,00
NT18;Total amount (£) spent in local supply chain through contract;£;£0,49;;;0;£0,00;Project409;Construction;S60 ;£12.000,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£37.209,00;;;0;£0,00;Project413;Construction;SE1 ;£60.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,93;;;0;£0,00;Project413;Construction;SE1 ;£60.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,93;;;0;£0,00;Project413;Construction;SE1 ;£60.000,00
NT1;Local people employed;no. people FTE;£25.822,00;1;£25.822,00;2;£51.644,00;Project417;Construction;NG5 ;£950.000,00
NT19;Local Supply Chain Spend (SMEs);£;£0,79;;;0;£0,00;Project417;Construction;NG5 ;£950.000,00
NT18;Local Supply Chain Spend (Large organisations);£;£0,79;;;0;£0,00;Project417;Construction;NG5 ;£950.000,00
NT1;Local people employed;no. people FTE;£30.219,00;;;5736,56;£173.353.106,64;Project431;Construction;RG30 ;£201.521.932,00
NT19;Local Supply Chain Spend (MSMEs);£;£1,14;;;6717442,2;£7.652.627,14;Project431;Construction;RG30 ;£201.521.932,00
NT18;Local Supply Chain Spend (Large organisations);£;£1,14;;;11859756,1;£13.510.840,70;Project431;Construction;RG30 ;£201.521.932,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£28.758,00;;;1,96;£56.365,68;Project437;Construction;NG9 ;£98.219,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,95;;;0;£0,00;Project437;Construction;NG9 ;£98.219,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£0,95;;;22729;£21.478,91;Project437;Construction;NG9 ;£98.219,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£28.758,00;;;0,35;£10.065,30;Project439;Construction;NG11 ;£48.905,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,95;;;68,92;£65,09;Project439;Construction;NG11 ;£48.905,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£0,95;;;4002;£3.781,89;Project439;Construction;NG11 ;£48.905,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£28.758,00;;;0,05;£1.437,90;Project440;Construction;PE21 ;£130.176,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,95;;;1174,63;£1.109,44;Project440;Construction;PE21 ;£130.176,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£0,95;;;143;£135,14;Project440;Construction;PE21 ;£130.176,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£28.758,00;;;1,45;£41.699,10;Project441;Construction;DN15 ;£52.982,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,95;;;67,22;£63,49;Project441;Construction;DN15 ;£52.982,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£0,95;;;5380;£5.084,10;Project441;Construction;DN15 ;£52.982,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£28.758,00;;;0,45;£12.941,10;Project442;Construction;NG5 ;£221.159,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,95;;;6637,55;£6.269,17;Project442;Construction;NG5 ;£221.159,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£0,95;;;78590,33;£74.267,86;Project442;Construction;NG5 ;£221.159,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£28.758,00;;;0,2;£5.751,60;Project443;Construction;PE24 ;£209.105,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,95;;;0;£0,00;Project443;Construction;PE24 ;£209.105,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£0,95;;;1500;£1.417,50;Project443;Construction;PE24 ;£209.105,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£28.758,00;;;3,77;£108.417,66;Project444;Construction;NG3 ;£522.775,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,95;;;985,35;£930,66;Project444;Construction;NG3 ;£522.775,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£0,95;;;256275;£242.179,88;Project444;Construction;NG3 ;£522.775,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£28.758,00;;;1,66;£47.738,28;Project445;Construction;NG19 ;£26.317,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,95;;;288,41;£272,40;Project445;Construction;NG19 ;£26.317,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£0,95;;;8527;£8.058,02;Project445;Construction;NG19 ;£26.317,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£28.758,00;;;1;£28.758,00;Project446;Construction;NG11 ;£93.211,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,95;;;891,32;£841,85;Project446;Construction;NG11 ;£93.211,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£0,95;;;25630;£24.220,35;Project446;Construction;NG11 ;£93.211,00
NT1;No. local people (FTE) employed on contract;no. people FTE;£28.354,00;;;0;£0,00;Project450;Construction;KA1 ;£12.500.000,00
NT18;Total amount (£) spent in LOCAL supply chain through contract;£;£0,96;;;7602881,93;£7.275.958,01;Project450;Construction;KA1 ;£12.500.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,96;;;0;£0,00;Project450;Construction;KA1 ;£12.500.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,87;;;0;£0,00;Project115;Construction;CM23 ;£32.202.479,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,87;;;0;£0,00;Project115;Construction;CM23 ;£32.202.479,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,78;;;223263,55;£173.999,97;Project114;Construction;CM23 ;£40.595.164,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,78;;;0;£0,00;Project114;Construction;CM23 ;£40.595.164,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,78;;;2376;£1.851,73;Project114;Construction;CM23 ;£55.490.440,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,78;;;0;£0,00;Project114;Construction;CM23 ;£55.490.440,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,78;;;0;£0,00;Project114;Construction;CM23 ;£15.628.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,78;;;0;£0,00;Project114;Construction;CM23 ;£15.628.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£1,14;;;0;£0,00;Project453;Construction;SL6 ;£33.877.417,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£1,14;;;33396,35;£38.045,70;Project453;Construction;SL6 ;£33.877.417,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£28.354,00;3;£85.062,00;0;£0,00;Project455;Construction;G62 ;£11.837.851,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract (Territory);£;£0,48;;;0;£0,00;Project455;Construction;G62 ;£11.837.851,00
NT19;Total amount spent with Scottish MSMEs (excl. Territory MSMEs);£;£0,48;;;0;£0,00;Project455;Construction;G62 ;£11.837.851,00
NT19;Total amount spent with Territory MSMEs;£;£0,48;2000000;£952.204,63;0;£0,00;Project455;Construction;G62 ;£11.837.851,00
NT1;No. local people (FTE) employed on contract;no. people FTE;£28.354,00;;;0;£0,00;Project457;Construction;PA4 ;£3.500.000,00
NT18;Total amount (£) spent in LOCAL supply chain through contract;£;£0,96;2596144,56;£2.484.510,34;0;£0,00;Project457;Construction;PA4 ;£3.500.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,96;;;0;£0,00;Project457;Construction;PA4 ;£3.500.000,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£26.746,00;;;42,83;£1.145.531,18;Project462;Construction;M3 ;£44.966.158,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,83;18805500;£15.682.915,42;16311281;£13.602.852,37;Project462;Construction;M3 ;£44.966.158,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£0,83;;;0;£0,00;Project462;Construction;M3 ;£44.966.158,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,66;;;4963486,25;£3.263.708,91;Project116;Construction;IP28 ;£7.057.342,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,66;;;1537414,42;£1.010.917,10;Project116;Construction;IP28 ;£7.057.342,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,87;;;6280156,39;£5.456.222,36;Project115;Construction;CM23 ;£6.168.766,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,87;;;2334736,89;£2.028.427,77;Project115;Construction;CM23 ;£6.168.766,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£1,14;;;60349,28;£68.750,95;Project465;Construction;RG2 ;£3.788.492,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£1,14;;;31824,91;£36.255,49;Project465;Construction;RG2 ;£3.788.492,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£26.258,00;5,5;£144.419,00;0;£0,00;Project466;Construction;BD1 ;£20.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,54;12200;£6.523,19;0;£0,00;Project466;Construction;BD1 ;£20.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,54;10500;£5.614,22;0;£0,00;Project466;Construction;BD1 ;£20.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,64;;;0;£0,00;Project179;Construction;M30 ;£1.157.447,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,64;;;0;£0,00;Project179;Construction;M30 ;£1.157.447,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,94;;;95012;£89.385,15;Project110;Construction;OX13 ;£8.603.892,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,94;;;31686,88;£29.810,30;Project110;Construction;OX13 ;£8.603.892,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£1,14;;;2416,33;£2.752,73;Project111;Construction;SL5 ;£902.255,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£1,14;;;117502,1;£133.860,44;Project111;Construction;SL5 ;£902.255,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£1,14;;;128176,99;£146.021,46;Project108;Construction;RG8 ;£3.451.005,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£1,14;;;39552,01;£45.058,34;Project108;Construction;RG8 ;£3.451.005,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£1,14;;;24800,06;£28.252,66;Project109;Construction;RG42 ;£4.053.280,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£1,14;;;39420,27;£44.908,26;Project109;Construction;RG42 ;£4.053.280,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£26.258,00;4;£105.032,00;0;£0,00;Project466;Construction;BD1 ;£72.520,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,54;19500;£10.426,41;0;£0,00;Project466;Construction;BD1 ;£72.520,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,54;19500;£10.426,41;0;£0,00;Project466;Construction;BD1 ;£72.520,00
NT1;No. of local people (FTE) employed on contract for one year;no. people FTE;£28.460,00;40;£1.138.400,00;46,2;£1.314.852,00;Project470;Construction;MK43 ;£12.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,58;40000;£23.176,05;80000;£46.352,11;Project470;Construction;MK43 ;£12.000.000,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£0,58;10000;£5.794,01;0;£0,00;Project470;Construction;MK43 ;£12.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,57;;;0;£0,00;Project138;Construction;EN3 ;£23.592.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,57;;;1675543,22;£955.046,99;Project138;Construction;EN3 ;£23.592.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,60;;;121462,53;£72.433,34;Project123;Construction;IG11 ;£42.928.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,60;;;131273,35;£78.283,96;Project123;Construction;IG11 ;£42.928.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,75;;;1128872,5;£848.144,60;Project117;Construction;TN17 ;£16.203.746,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,75;;;1128872,5;£848.144,60;Project117;Construction;TN17 ;£16.203.746,00
NT18;Total amount (£) spent in LOCAL (BS1-16) supply chain through the contract;£;£0,88;50000;£44.100,00;0;£0,00;Project477;Construction;BS4 ;£338.029,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs (BS1-BS16);£;£0,88;50000;£44.100,00;0;£0,00;Project477;Construction;BS4 ;£338.029,00
NT1;No. local (BS1-BS16) people (FTE) employed on contract;no. people FTE;£28.222,00;4;£112.888,00;0;£0,00;Project477;Construction;BS4 ;£338.029,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£28.222,00;1;£28.222,00;0;£0,00;Project477;Construction;BS4 ;£338.029,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£37.209,00;16;£595.344,00;2,85;£106.045,65;Project478;Construction;NW8 ;£32.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£6,47;;;0;£0,00;Project478;Construction;NW8 ;£32.000.000,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£6,47;;;0;£0,00;Project478;Construction;NW8 ;£32.000.000,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£37.209,00;1;£37.209,00;0;£0,00;Project479;Construction;NW3 ;£20.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£8,80;;;0;£0,00;Project479;Construction;NW3 ;£20.000.000,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£8,80;;;0;£0,00;Project479;Construction;NW3 ;£20.000.000,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£27.123,00;50;£1.356.150,00;12,15;£329.544,45;Project480;Construction;BA2 ;£30.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,79;4400000;£3.462.400,01;15706609;£12.359.673,44;Project480;Construction;BA2 ;£30.000.000,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£0,79;;;0;£0,00;Project480;Construction;BA2 ;£30.000.000,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£27.123,00;50;£1.356.150,00;39,62;£1.074.613,26;Project481;Construction;BS2 ;£32.441.200,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,88;9732000;£8.579.684,03;6081770;£5.361.658,95;Project481;Construction;BS2 ;£32.441.200,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£0,88;;;0;£0,00;Project481;Construction;BS2 ;£32.441.200,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£26.024,00;60;£1.561.440,00;141;£3.669.384,00;Project482;Construction;CF24 ;£54.400.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,70;16320000;£11.404.242,58;1203250;£840.818,31;Project482;Construction;CF24 ;£54.400.000,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£0,70;;;0;£0,00;Project482;Construction;CF24 ;£54.400.000,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£26.024,00;50;£1.301.200,00;31,47;£818.975,28;Project483;Construction;CF62 ;£21.059.051,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,70;6000000;£4.192.736,24;266789;£186.429,32;Project483;Construction;CF62 ;£21.059.051,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£0,70;12000000;£8.385.472,48;3491147,57;£2.439.576,82;Project483;Construction;CF62 ;£21.059.051,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£37.209,00;16;£595.344,00;0,85;£31.627,65;Project478;Construction;NW8 ;£32.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£6,47;;;0;£0,00;Project478;Construction;NW8 ;£32.000.000,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£6,47;;;0;£0,00;Project478;Construction;NW8 ;£32.000.000,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£37.209,00;;;2,59;£96.371,31;Project484;Construction;W1A ;£33.333.333,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£1,32;;;6028619,9;£7.933.473,99;Project484;Construction;W1A ;£33.333.333,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£1,32;;;0;£0,00;Project484;Construction;W1A ;£33.333.333,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£37.209,00;;;5,12;£190.510,08;Project485;Construction;SE3 ;£11.704.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,51;;;917,4;£465,25;Project485;Construction;SE3 ;£11.704.000,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£0,51;;;0;£0,00;Project485;Construction;SE3 ;£11.704.000,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£30.219,00;;;2;£60.438,00;Project486;Construction;CT1 ;£26.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,50;0;£0,00;0;£0,00;Project486;Construction;CT1 ;£26.000.000,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£0,50;0;£0,00;0;£0,00;Project486;Construction;CT1 ;£26.000.000,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£37.209,00;;;14,87;£553.297,83;Project487;Construction;E1 ;£13.536.582,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£2,57;676829;£1.738.967,79;1191232,87;£3.060.618,84;Project487;Construction;E1 ;£13.536.582,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£2,57;;;0;£0,00;Project487;Construction;E1 ;£13.536.582,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£30.219,00;;;39,41;£1.190.930,79;Project488;Construction;BN2 ;£40.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,73;;;0;£0,00;Project488;Construction;BN2 ;£40.000.000,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£0,73;;;0;£0,00;Project488;Construction;BN2 ;£40.000.000,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£26.258,00;4;£105.032,00;0;£0,00;Project490;Construction;BD1 ;£162.504,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,54;0;£0,00;0;£0,00;Project490;Construction;BD1 ;£162.504,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,54;0;£0,00;0;£0,00;Project490;Construction;BD1 ;£162.504,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,60;;;113044,8;£67.413,49;Project120;Construction;RM9 ;£50.882.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,60;;;2283848;£1.361.956,98;Project120;Construction;RM9 ;£50.882.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,75;;;72075,62;£54.151,86;Project121;Construction;CM18 ;£11.153.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,75;;;2374592;£1.784.078,69;Project121;Construction;CM18 ;£11.153.000,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£26.258,00;0;£0,00;0;£0,00;Project490;Construction;BD1 ;£146.690,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,54;2181,06;£1.166,19;0;£0,00;Project490;Construction;BD1 ;£146.690,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,54;0;£0,00;0;£0,00;Project490;Construction;BD1 ;£146.690,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£26.258,00;0;£0,00;0;£0,00;Project490;Construction;BD1 ;£159.792,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,54;0;£0,00;0;£0,00;Project490;Construction;BD1 ;£159.792,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,54;0;£0,00;0;£0,00;Project490;Construction;BD1 ;£159.792,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,74;;;0;£0,00;Project195;Construction;NN3 ;£8.865.978,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,74;;;0;£0,00;Project195;Construction;NN3 ;£8.865.978,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,67;;;0;£0,00;Project194;Construction;CV2 ;£2.865.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,67;;;0;£0,00;Project194;Construction;CV2 ;£2.865.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,87;;;0;£0,00;Project494;Construction;CV10 ;£24.408.831,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,87;;;0;£0,00;Project494;Construction;CV10 ;£24.408.831,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£26.746,00;12;£320.952,00;0;£0,00;Project496;Construction;CH41 ;£2.681.658,00
NT18;Spend in LOCAL supply chain through contract, excluding local SME spend;£;£0,43;450000;£192.600,00;0;£0,00;Project496;Construction;CH41 ;£2.681.658,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,43;900000;£385.200,00;0;£0,00;Project496;Construction;CH41 ;£2.681.658,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£26.024,00;110;£2.862.640,00;229;£5.959.496,00;Project482;Construction;CF24 ;£37.400.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,70;11220000;£7.840.416,77;10951589;£7.652.854,02;Project482;Construction;CF24 ;£37.400.000,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£0,70;;;0;£0,00;Project482;Construction;CF24 ;£37.400.000,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£26.024,00;2;£52.048,00;3;£78.072,00;Project483;Construction;CF62 ;£10.529.525,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,70;1271000;£888.161,29;1271000;£888.161,29;Project483;Construction;CF62 ;£10.529.525,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£0,70;;;0;£0,00;Project483;Construction;CF62 ;£10.529.525,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£27.123,00;50;£1.356.150,00;24,96;£676.990,08;Project481;Construction;BS2 ;£13.647.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,88;3411750;£3.007.782,26;16111731;£14.204.023,95;Project481;Construction;BS2 ;£13.647.000,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£0,88;0;£0,00;0;£0,00;Project481;Construction;BS2 ;£13.647.000,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£37.209,00;;;4,25;£158.138,25;Project485;Construction;SE3 ;£16.343.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,51;;;782,76;£396,97;Project485;Construction;SE3 ;£16.343.000,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£0,51;;;0;£0,00;Project485;Construction;SE3 ;£16.343.000,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£37.209,00;;;2,37;£88.185,33;Project484;Construction;W1A ;£33.333.333,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£1,32;15200;£20.002,72;8819284,1;£11.605.900,22;Project484;Construction;W1A ;£33.333.333,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£1,32;;;0;£0,00;Project484;Construction;W1A ;£33.333.333,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,84;;;0;£0,00;Project131;Construction;OL1 ;£19.842.309,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,84;;;0;£0,00;Project131;Construction;OL1 ;£19.842.309,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,46;;;0;£0,00;Project337;Construction;DY5 ;£7.495.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,46;;;0;£0,00;Project337;Construction;DY5 ;£7.495.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,96;;;0;£0,00;Project193;Construction;B37 ;£4.591.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,96;;;0;£0,00;Project193;Construction;B37 ;£4.591.000,00
